data	time 

0.0000000000000002	0.0000000000000000 
0.0000000000000003	0.0000000010006923 
0.0000000000000003	0.0000000020013846 
0.0000000000000004	0.0000000030020769 
0.0000000000000004	0.0000000040027691 
0.0000000000000005	0.0000000050034614 
0.0000000000000005	0.0000000060041537 
0.0000000000000006	0.0000000070048460 
0.0000000000000007	0.0000000080055383 
0.0000000000000008	0.0000000090062306 
0.0000000000000010	0.0000000100069229 
0.0000000000000011	0.0000000110076151 
0.0000000000000013	0.0000000120083074 
0.0000000000000015	0.0000000130089997 
0.0000000000000017	0.0000000140096920 
0.0000000000000019	0.0000000150103843 
0.0000000000000022	0.0000000160110766 
0.0000000000000026	0.0000000170117689 
0.0000000000000030	0.0000000180124611 
0.0000000000000034	0.0000000190131534 
0.0000000000000039	0.0000000200138457 
0.0000000000000045	0.0000000210145380 
0.0000000000000052	0.0000000220152303 
0.0000000000000059	0.0000000230159226 
0.0000000000000068	0.0000000240166149 
0.0000000000000078	0.0000000250173071 
0.0000000000000089	0.0000000260179994 
0.0000000000000102	0.0000000270186917 
0.0000000000000117	0.0000000280193840 
0.0000000000000134	0.0000000290200763 
0.0000000000000154	0.0000000300207686 
0.0000000000000176	0.0000000310214609 
0.0000000000000201	0.0000000320221531 
0.0000000000000230	0.0000000330228454 
0.0000000000000264	0.0000000340235377 
0.0000000000000301	0.0000000350242300 
0.0000000000000344	0.0000000360249223 
0.0000000000000394	0.0000000370256146 
0.0000000000000450	0.0000000380263069 
0.0000000000000514	0.0000000390269991 
0.0000000000000587	0.0000000400276914 
0.0000000000000670	0.0000000410283837 
0.0000000000000764	0.0000000420290760 
0.0000000000000872	0.0000000430297683 
0.0000000000000995	0.0000000440304606 
0.0000000000001134	0.0000000450311529 
0.0000000000001293	0.0000000460318451 
0.0000000000001474	0.0000000470325374 
0.0000000000001679	0.0000000480332297 
0.0000000000001912	0.0000000490339220 
0.0000000000002177	0.0000000500346143 
0.0000000000002478	0.0000000510353066 
0.0000000000002820	0.0000000520359989 
0.0000000000003209	0.0000000530366911 
0.0000000000003649	0.0000000540373834 
0.0000000000004149	0.0000000550380757 
0.0000000000004716	0.0000000560387680 
